"isbn","Price","Sold by","Shipped by","Position","Buybox","Date","Time"
"[1540002349","$21.95","URBooksLtd","URBooksLtd","","No","2025_07_18","11_57_14"
"[1540002349","$26.97","Chesbro Music Co","Chesbro Music Co","","No","2025_07_18","11_57_14"
"[1452179816","$0.00","","","","No","2025_07_18","11_57_17"
"[1452179816","$34.46","CE_BOOKHOUSE","Amazon.com","","No","2025_07_18","11_57_17"
"[1452179816","$40.00","SuperBookDeals---","SuperBookDeals---","","No","2025_07_18","11_57_17"
"[1452179816","$44.45","Bahamut Media","Bahamut Media","","No","2025_07_18","11_57_17"
"[1452179816","$45.01","tabletopart","tabletopart","","No","2025_07_18","11_57_17"
"[1452179816","$52.60","BookExcellence","BookExcellence","","No","2025_07_18","11_57_17"
"[1452179816","$49.81","RAREWAVES-IMPORTS","RAREWAVES-IMPORTS","","No","2025_07_18","11_57_17"
"[1452179816","$46.31","ship_option_#1","ship_option_#1","","No","2025_07_18","11_57_17"
"[1452179816","$51.42","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","11_57_17"
"[1452180733","$0.00","","","","No","2025_07_18","11_57_20"
"[1452180733","$35.36","Bahamut Media","Bahamut Media","","No","2025_07_18","11_57_20"
"[1452180733","$36.86","InfiniteBooks_USA","InfiniteBooks_USA","","No","2025_07_18","11_57_20"
"[1452180733","$37.33","Bahamut Media","Bahamut Media","","No","2025_07_18","11_57_20"
"[1452180733","$37.84","awesomebooksusa","awesomebooksusa","","No","2025_07_18","11_57_20"
"[0316496456","$0.00","","","","No","2025_07_18","11_57_22"
"[0316496456","$31.82","Publisher Direct","Publisher Direct","","No","2025_07_18","11_57_22"
"[0316496456","$32.49","Best-To-You","Best-To-You","","No","2025_07_18","11_57_22"
"[0316496456","$29.00","SuperBookDeals---","SuperBookDeals---","","No","2025_07_18","11_57_22"
"[0316496456","$29.49","ShopSpell US","ShopSpell US","","No","2025_07_18","11_57_22"
"[0316496456","$33.57","BookExcellence","BookExcellence","","No","2025_07_18","11_57_22"
"[0316496456","$29.70","LadyLakeBooks","LadyLakeBooks","","No","2025_07_18","11_57_22"
"[0316496456","$29.70","Cyprus City Sales","Cyprus City Sales","","No","2025_07_18","11_57_22"
"[0316496456","$34.66","tabletopart","tabletopart","","No","2025_07_18","11_57_22"
"[0316496456","$26.00","Green Orbit","Green Orbit","","No","2025_07_18","11_57_22"
"[0316496456","$37.17","InfiniteBooks_USA","InfiniteBooks_USA","","No","2025_07_18","11_57_22"
"[1540007103","$0.00","","","","No","2025_07_18","11_57_25"
"[130292818X","$997.77","FastShip-CustomerFocus","FastShip-CustomerFocus","","No","2025_07_18","11_57_27"
"[0310444039","$0.00","","","","No","2025_07_18","11_57_29"
"[130292530X","$0.00","","","","No","2025_07_18","11_57_32"
"[130292530X","$32.99","Chuck's Comics","Chuck's Comics","","No","2025_07_18","11_57_32"
"[130292530X","$33.25","Book & Mortar Record Store","Book & Mortar Record Store","","No","2025_07_18","11_57_32"
"[130292530X","$41.98","BOOKS etc. _","BOOKS etc. _","","No","2025_07_18","11_57_32"
"[130292530X","$39.08","OxfordshireEngland","OxfordshireEngland","","No","2025_07_18","11_57_32"
"[130292530X","$52.75","BrookBookstore","BrookBookstore","","No","2025_07_18","11_57_32"
"[130292530X","$50.64","M + L","M + L","","No","2025_07_18","11_57_32"
"[130292530X","$43.04","New books from Germany","New books from Germany","","No","2025_07_18","11_57_32"
"[0316420352","$0.00","","","","No","2025_07_18","11_57_34"
"[0316420352","$14.95","BOBBYE'S BOOKS","BOBBYE'S BOOKS","","No","2025_07_18","11_57_34"
"[0316420352","$14.99","bookends4956","bookends4956","","No","2025_07_18","11_57_34"
"[0316420352","$16.98","WeBook","WeBook","","No","2025_07_18","11_57_34"
"[0316420352","$29.00","Joshua Creek Services","Joshua Creek Services","","No","2025_07_18","11_57_34"
"[0316420352","$26.39","Windy Books","Windy Books","","No","2025_07_18","11_57_34"
"[0316420352","$26.39","booksXpress","booksXpress","","No","2025_07_18","11_57_34"
"[0316420352","$40.32","Fast Cat Books","Fast Cat Books","","No","2025_07_18","11_57_34"
"[0316440353","$0.00","","","","No","2025_07_18","11_57_37"
"[0316440353","$29.55","Green Orbit","Green Orbit","","No","2025_07_18","11_57_37"
"[0316440353","$46.56","Libup Books!","Libup Books!","","No","2025_07_18","11_57_37"
"[0316440353","$49.20","Books World Aparna, USA","Books World Aparna, USA","","No","2025_07_18","11_57_37"
"[0316440353","$54.86","PBShop UK","PBShop UK","","No","2025_07_18","11_57_37"
"[0316456128","$0.00","","","","No","2025_07_18","11_57_40"
"[0316456128","$47.52","Bahamut Media","Bahamut Media","","No","2025_07_18","11_57_40"
"[0316456128","$47.57","PBShop UK","PBShop UK","","No","2025_07_18","11_57_40"
"[0316456128","$47.68","InfiniteBooks_USA","InfiniteBooks_USA","","No","2025_07_18","11_57_40"
"[0316456128","$48.95","awesomebooksusa","awesomebooksusa","","No","2025_07_18","11_57_40"
"[0316456128","$51.81","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","11_57_40"
"[0316456128","$55.81","Bahamut Media","Bahamut Media","","No","2025_07_18","11_57_40"
"[0316456128","$58.27","CalMaz Books","CalMaz Books","","No","2025_07_18","11_57_40"
"[1409155811","$0.00","","","","No","2025_07_18","11_57_42"
"[1409155811","$36.17","Bahamut Media","Bahamut Media","","No","2025_07_18","11_57_42"
"[1409155811","$42.73","RAREWAVES-IMPORTS","RAREWAVES-IMPORTS","","No","2025_07_18","11_57_42"
"[1409155811","$39.23","ship_option_#1","ship_option_#1","","No","2025_07_18","11_57_42"
"[1409155811","$46.81","tabletopart","tabletopart","","No","2025_07_18","11_57_42"
"[1409155811","$47.51","agreenhippo1","agreenhippo1","","No","2025_07_18","11_57_42"
"[1409155811","$43.72","booksXpress","booksXpress","","No","2025_07_18","11_57_42"
"[1409155811","$48.82","LuminaryBooks","LuminaryBooks","","No","2025_07_18","11_57_42"
"[0762469331","$21.64","BSRN store","Amazon.com","","No","2025_07_18","11_57_45"
"[0762469331","$17.57","olimpianbooks","olimpianbooks","","No","2025_07_18","11_57_45"
"[0762469331","$17.58","WÖLF","WÖLF","","No","2025_07_18","11_57_45"
"[0762469331","$21.66","Joseph Book Shop","Amazon.com","","No","2025_07_18","11_57_45"
"[0762469331","$16.34","Dr.O","Dr.O","","No","2025_07_18","11_57_45"
"[0762469331","$23.64","ABooksShop","Amazon.com","","No","2025_07_18","11_57_45"
"[0762469331","$32.98","Books Nooks and Crannies","Books Nooks and Crannies","","No","2025_07_18","11_57_45"
"[0762469331","$49.43","Libup Books!","Libup Books!","","No","2025_07_18","11_57_45"
"[1786275716","$0.00","","","","No","2025_07_18","11_57_47"
"[1786275716","$41.46","Bahamut Media","Bahamut Media","","No","2025_07_18","11_57_47"
"[1786275716","$45.20","awesomebooksusa","awesomebooksusa","","No","2025_07_18","11_57_47"
"[1786275716","$45.33","Basi6 International","Basi6 International","","No","2025_07_18","11_57_47"
"[1786275716","$43.93","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","11_57_47"
"[1423654137","$0.00","","","","No","2025_07_18","11_57_50"
"[1423654137","$41.06","California Books US","California Books US","","No","2025_07_18","11_57_50"
"[1423654137","$39.82","ShopSpell US","ShopSpell US","","No","2025_07_18","11_57_50"
"[1423654137","$44.39","GrandEagleRetail","GrandEagleRetail","","No","2025_07_18","11_57_50"
"[1423654137","$44.85","BuyWorldwide","BuyWorldwide","","No","2025_07_18","11_57_50"
"[1423654137","$47.57","BookExcellence","BookExcellence","","No","2025_07_18","11_57_50"
"[1423654137","$51.16","InfiniteBooks_USA","InfiniteBooks_USA","","No","2025_07_18","11_57_50"
"[1423654137","$52.52","awesomebooksusa","awesomebooksusa","","No","2025_07_18","11_57_50"
"[1423654137","$50.95","URBooksLtd","URBooksLtd","","No","2025_07_18","11_57_50"
"[1540002349","$0.00","","","","No","2025_07_18","11_57_52"
"[1540002349","$21.95","URBooksLtd","URBooksLtd","","No","2025_07_18","11_57_52"
"[1540002349","$26.97","Chesbro Music Co","Chesbro Music Co","","No","2025_07_18","11_57_52"
"[1452179816","$0.00","","","","No","2025_07_18","11_57_54"
"[1452179816","$34.46","CE_BOOKHOUSE","Amazon.com","","No","2025_07_18","11_57_54"
"[1452179816","$40.00","SuperBookDeals---","SuperBookDeals---","","No","2025_07_18","11_57_54"
"[1452179816","$44.45","Bahamut Media","Bahamut Media","","No","2025_07_18","11_57_54"
"[1452179816","$45.01","tabletopart","tabletopart","","No","2025_07_18","11_57_54"
"[1452179816","$52.60","BookExcellence","BookExcellence","","No","2025_07_18","11_57_54"
"[1452179816","$49.81","RAREWAVES-IMPORTS","RAREWAVES-IMPORTS","","No","2025_07_18","11_57_54"
"[1452179816","$46.31","ship_option_#1","ship_option_#1","","No","2025_07_18","11_57_54"
"[1452179816","$51.42","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","11_57_54"
"[1452180733","$0.00","","","","No","2025_07_18","11_57_58"
"[1452180733","$35.36","Bahamut Media","Bahamut Media","","No","2025_07_18","11_57_58"
"[1452180733","$36.86","InfiniteBooks_USA","InfiniteBooks_USA","","No","2025_07_18","11_57_58"
"[1452180733","$37.33","Bahamut Media","Bahamut Media","","No","2025_07_18","11_57_58"
"[1452180733","$37.84","awesomebooksusa","awesomebooksusa","","No","2025_07_18","11_57_58"
"[0316496456","$0.00","","","","No","2025_07_18","11_58_00"
"[0316496456","$25.52","New Life Book & Gift Shoppe","New Life Book & Gift Shoppe","","No","2025_07_18","11_58_00"
"[0316496456","$38.16","awesomebooksusa","awesomebooksusa","","No","2025_07_18","11_58_00"
"[0316496456","$33.26","Book & Mortar Record Store","Book & Mortar Record Store","","No","2025_07_18","11_58_00"
"[0316496456","$38.40","PBShop UK","PBShop UK","","No","2025_07_18","11_58_00"
"[0316496456","$35.34","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","11_58_00"
"[0316496456","$39.95","URBooksLtd","URBooksLtd","","No","2025_07_18","11_58_00"
"[1540007103","$0.00","","","","No","2025_07_18","11_58_01"
"[130292818X","$997.77","FastShip-CustomerFocus","FastShip-CustomerFocus","","No","2025_07_18","11_58_04"
"[0310444039","$0.00","","","","No","2025_07_18","11_58_07"
"[130292530X","$0.00","","","","No","2025_07_18","11_58_09"
"[130292530X","$32.99","Chuck's Comics","Chuck's Comics","","No","2025_07_18","11_58_09"
"[130292530X","$33.25","Book & Mortar Record Store","Book & Mortar Record Store","","No","2025_07_18","11_58_09"
"[130292530X","$41.98","BOOKS etc. _","BOOKS etc. _","","No","2025_07_18","11_58_09"
"[130292530X","$39.08","OxfordshireEngland","OxfordshireEngland","","No","2025_07_18","11_58_09"
"[130292530X","$52.75","BrookBookstore","BrookBookstore","","No","2025_07_18","11_58_09"
"[130292530X","$50.64","M + L","M + L","","No","2025_07_18","11_58_09"
"[130292530X","$43.04","New books from Germany","New books from Germany","","No","2025_07_18","11_58_09"
"[0316420352","$0.00","","","","No","2025_07_18","11_58_12"
"[0316420352","$14.95","BOBBYE'S BOOKS","BOBBYE'S BOOKS","","No","2025_07_18","11_58_12"
"[0316420352","$14.99","bookends4956","bookends4956","","No","2025_07_18","11_58_12"
"[0316420352","$16.98","WeBook","WeBook","","No","2025_07_18","11_58_12"
"[0316420352","$29.00","Joshua Creek Services","Joshua Creek Services","","No","2025_07_18","11_58_12"
"[0316420352","$26.39","booksXpress","booksXpress","","No","2025_07_18","11_58_12"
"[0316420352","$26.39","Windy Books","Windy Books","","No","2025_07_18","11_58_12"
"[0316420352","$40.32","Fast Cat Books","Fast Cat Books","","No","2025_07_18","11_58_12"
"[0316440353","$0.00","","","","No","2025_07_18","11_58_15"
"[0316440353","$29.55","Green Orbit","Green Orbit","","No","2025_07_18","11_58_15"
"[0316440353","$46.56","Libup Books!","Libup Books!","","No","2025_07_18","11_58_15"
"[0316440353","$49.20","Books World Aparna, USA","Books World Aparna, USA","","No","2025_07_18","11_58_15"
"[0316440353","$54.86","PBShop UK","PBShop UK","","No","2025_07_18","11_58_15"
"[0316456128","$0.00","","","","No","2025_07_18","11_58_18"
"[0316456128","$47.52","Bahamut Media","Bahamut Media","","No","2025_07_18","11_58_18"
"[0316456128","$47.57","PBShop UK","PBShop UK","","No","2025_07_18","11_58_18"
"[0316456128","$47.68","InfiniteBooks_USA","InfiniteBooks_USA","","No","2025_07_18","11_58_18"
"[0316456128","$48.95","awesomebooksusa","awesomebooksusa","","No","2025_07_18","11_58_18"
"[0316456128","$51.81","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","11_58_18"
"[0316456128","$55.81","Bahamut Media","Bahamut Media","","No","2025_07_18","11_58_18"
"[0316456128","$58.27","CalMaz Books","CalMaz Books","","No","2025_07_18","11_58_18"
"[1409155811","$0.00","","","","No","2025_07_18","11_58_21"
"[1409155811","$36.17","Bahamut Media","Bahamut Media","","No","2025_07_18","11_58_21"
"[1409155811","$42.73","RAREWAVES-IMPORTS","RAREWAVES-IMPORTS","","No","2025_07_18","11_58_21"
"[1409155811","$39.23","ship_option_#1","ship_option_#1","","No","2025_07_18","11_58_21"
"[1409155811","$46.81","tabletopart","tabletopart","","No","2025_07_18","11_58_21"
"[1409155811","$47.51","agreenhippo1","agreenhippo1","","No","2025_07_18","11_58_21"
"[1409155811","$43.72","booksXpress","booksXpress","","No","2025_07_18","11_58_21"
"[1409155811","$48.82","LuminaryBooks","LuminaryBooks","","No","2025_07_18","11_58_21"
"[0762469331","$21.64","BSRN store","Amazon.com","","No","2025_07_18","11_58_23"
"[0762469331","$17.57","olimpianbooks","olimpianbooks","","No","2025_07_18","11_58_23"
"[0762469331","$17.58","WÖLF","WÖLF","","No","2025_07_18","11_58_23"
"[0762469331","$21.66","Joseph Book Shop","Amazon.com","","No","2025_07_18","11_58_23"
"[0762469331","$16.34","Dr.O","Dr.O","","No","2025_07_18","11_58_23"
"[0762469331","$23.64","ABooksShop","Amazon.com","","No","2025_07_18","11_58_23"
"[0762469331","$32.98","Books Nooks and Crannies","Books Nooks and Crannies","","No","2025_07_18","11_58_23"
"[0762469331","$49.43","Libup Books!","Libup Books!","","No","2025_07_18","11_58_23"
"[1786275716","$0.00","","","","No","2025_07_18","11_58_26"
"[1786275716","$41.46","Bahamut Media","Bahamut Media","","No","2025_07_18","11_58_26"
"[1786275716","$45.20","awesomebooksusa","awesomebooksusa","","No","2025_07_18","11_58_26"
"[1786275716","$45.33","Basi6 International","Basi6 International","","No","2025_07_18","11_58_26"
"[1786275716","$43.93","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","11_58_26"
"[1423654137","$0.00","","","","No","2025_07_18","11_58_29"
"[1423654137","$41.06","California Books US","California Books US","","No","2025_07_18","11_58_29"
"[1423654137","$39.82","ShopSpell US","ShopSpell US","","No","2025_07_18","11_58_29"
"[1423654137","$44.39","GrandEagleRetail","GrandEagleRetail","","No","2025_07_18","11_58_29"
"[1423654137","$44.85","BuyWorldwide","BuyWorldwide","","No","2025_07_18","11_58_29"
"[1423654137","$47.57","BookExcellence","BookExcellence","","No","2025_07_18","11_58_29"
"[1423654137","$51.16","InfiniteBooks_USA","InfiniteBooks_USA","","No","2025_07_18","11_58_29"
"[1423654137","$52.52","awesomebooksusa","awesomebooksusa","","No","2025_07_18","11_58_29"
"[1423654137","$50.95","URBooksLtd","URBooksLtd","","No","2025_07_18","11_58_29"
"[1540002349","$0.00","","","","No","2025_07_18","11_58_30"
"[1540002349","$21.95","URBooksLtd","URBooksLtd","","No","2025_07_18","11_58_30"
"[1540002349","$26.97","Chesbro Music Co","Chesbro Music Co","","No","2025_07_18","11_58_30"
"[1452179816","$0.00","","","","No","2025_07_18","11_58_33"
"[1452179816","$34.46","CE_BOOKHOUSE","Amazon.com","","No","2025_07_18","11_58_33"
"[1452179816","$40.00","SuperBookDeals---","SuperBookDeals---","","No","2025_07_18","11_58_33"
"[1452179816","$44.45","Bahamut Media","Bahamut Media","","No","2025_07_18","11_58_33"
"[1452179816","$45.01","tabletopart","tabletopart","","No","2025_07_18","11_58_33"
"[1452179816","$52.60","BookExcellence","BookExcellence","","No","2025_07_18","11_58_33"
"[1452179816","$49.81","RAREWAVES-IMPORTS","RAREWAVES-IMPORTS","","No","2025_07_18","11_58_33"
"[1452179816","$46.31","ship_option_#1","ship_option_#1","","No","2025_07_18","11_58_33"
"[1452179816","$51.42","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","11_58_33"
"[1452180733","$0.00","","","","No","2025_07_18","11_58_35"
"[1452180733","$35.36","Bahamut Media","Bahamut Media","","No","2025_07_18","11_58_35"
"[1452180733","$36.86","InfiniteBooks_USA","InfiniteBooks_USA","","No","2025_07_18","11_58_35"
"[1452180733","$37.33","Bahamut Media","Bahamut Media","","No","2025_07_18","11_58_35"
"[1452180733","$37.84","awesomebooksusa","awesomebooksusa","","No","2025_07_18","11_58_35"
"[0316496456","$0.00","","","","No","2025_07_18","11_58_37"
"[0316496456","$25.52","New Life Book & Gift Shoppe","New Life Book & Gift Shoppe","","No","2025_07_18","11_58_37"
"[0316496456","$38.16","awesomebooksusa","awesomebooksusa","","No","2025_07_18","11_58_37"
"[0316496456","$33.26","Book & Mortar Record Store","Book & Mortar Record Store","","No","2025_07_18","11_58_37"
"[0316496456","$38.40","PBShop UK","PBShop UK","","No","2025_07_18","11_58_37"
"[0316496456","$35.34","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","11_58_37"
"[0316496456","$39.95","URBooksLtd","URBooksLtd","","No","2025_07_18","11_58_37"
"[1540007103","$0.00","","","","No","2025_07_18","11_58_39"
"[130292818X","$997.77","FastShip-CustomerFocus","FastShip-CustomerFocus","","No","2025_07_18","11_58_41"
"[0310444039","$0.00","","","","No","2025_07_18","11_58_44"
"[130292530X","$0.00","","","","No","2025_07_18","11_58_47"
"[130292530X","$32.99","Chuck's Comics","Chuck's Comics","","No","2025_07_18","11_58_47"
"[130292530X","$33.25","Book & Mortar Record Store","Book & Mortar Record Store","","No","2025_07_18","11_58_47"
"[130292530X","$41.98","BOOKS etc. _","BOOKS etc. _","","No","2025_07_18","11_58_47"
"[130292530X","$39.08","OxfordshireEngland","OxfordshireEngland","","No","2025_07_18","11_58_47"
"[130292530X","$52.75","BrookBookstore","BrookBookstore","","No","2025_07_18","11_58_47"
"[130292530X","$50.64","M + L","M + L","","No","2025_07_18","11_58_47"
"[130292530X","$43.04","New books from Germany","New books from Germany","","No","2025_07_18","11_58_47"
"[0316420352","$0.00","","","","No","2025_07_18","11_58_50"
"[0316420352","$14.95","BOBBYE'S BOOKS","BOBBYE'S BOOKS","","No","2025_07_18","11_58_50"
"[0316420352","$14.99","bookends4956","bookends4956","","No","2025_07_18","11_58_50"
"[0316420352","$16.98","WeBook","WeBook","","No","2025_07_18","11_58_50"
"[0316420352","$29.00","Joshua Creek Services","Joshua Creek Services","","No","2025_07_18","11_58_50"
"[0316420352","$26.39","booksXpress","booksXpress","","No","2025_07_18","11_58_50"
"[0316420352","$26.39","Windy Books","Windy Books","","No","2025_07_18","11_58_50"
"[0316420352","$40.32","Fast Cat Books","Fast Cat Books","","No","2025_07_18","11_58_50"
"[0316440353","$0.00","","","","No","2025_07_18","11_58_52"
"[0316440353","$29.55","Green Orbit","Green Orbit","","No","2025_07_18","11_58_52"
"[0316440353","$46.56","Libup Books!","Libup Books!","","No","2025_07_18","11_58_52"
"[0316440353","$49.20","Books World Aparna, USA","Books World Aparna, USA","","No","2025_07_18","11_58_52"
"[0316440353","$54.86","PBShop UK","PBShop UK","","No","2025_07_18","11_58_52"
"[0316456128","$0.00","","","","No","2025_07_18","11_58_55"
"[0316456128","$47.52","Bahamut Media","Bahamut Media","","No","2025_07_18","11_58_55"
"[0316456128","$47.57","PBShop UK","PBShop UK","","No","2025_07_18","11_58_55"
"[0316456128","$47.68","InfiniteBooks_USA","InfiniteBooks_USA","","No","2025_07_18","11_58_55"
"[0316456128","$48.95","awesomebooksusa","awesomebooksusa","","No","2025_07_18","11_58_55"
"[0316456128","$51.81","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","11_58_55"
"[0316456128","$55.81","Bahamut Media","Bahamut Media","","No","2025_07_18","11_58_55"
"[0316456128","$58.27","CalMaz Books","CalMaz Books","","No","2025_07_18","11_58_55"
"[1409155811","$0.00","","","","No","2025_07_18","11_58_57"
"[1409155811","$36.17","Bahamut Media","Bahamut Media","","No","2025_07_18","11_58_57"
"[1409155811","$42.73","RAREWAVES-IMPORTS","RAREWAVES-IMPORTS","","No","2025_07_18","11_58_57"
"[1409155811","$39.23","ship_option_#1","ship_option_#1","","No","2025_07_18","11_58_57"
"[1409155811","$46.81","tabletopart","tabletopart","","No","2025_07_18","11_58_57"
"[1409155811","$47.51","agreenhippo1","agreenhippo1","","No","2025_07_18","11_58_57"
"[1409155811","$43.72","booksXpress","booksXpress","","No","2025_07_18","11_58_57"
"[1409155811","$48.82","LuminaryBooks","LuminaryBooks","","No","2025_07_18","11_58_57"
"[0762469331","$21.64","BSRN store","Amazon.com","","No","2025_07_18","11_59_00"
"[0762469331","$17.57","olimpianbooks","olimpianbooks","","No","2025_07_18","11_59_00"
"[0762469331","$17.58","WÖLF","WÖLF","","No","2025_07_18","11_59_00"
"[0762469331","$21.66","Joseph Book Shop","Amazon.com","","No","2025_07_18","11_59_00"
"[0762469331","$16.34","Dr.O","Dr.O","","No","2025_07_18","11_59_00"
"[0762469331","$23.64","ABooksShop","Amazon.com","","No","2025_07_18","11_59_00"
"[0762469331","$32.98","Books Nooks and Crannies","Books Nooks and Crannies","","No","2025_07_18","11_59_00"
"[0762469331","$49.43","Libup Books!","Libup Books!","","No","2025_07_18","11_59_00"
"[1786275716","$0.00","","","","No","2025_07_18","11_59_02"
"[1786275716","$41.46","Bahamut Media","Bahamut Media","","No","2025_07_18","11_59_02"
"[1786275716","$45.20","awesomebooksusa","awesomebooksusa","","No","2025_07_18","11_59_02"
"[1786275716","$45.33","Basi6 International","Basi6 International","","No","2025_07_18","11_59_02"
"[1786275716","$43.93","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","11_59_02"
"[1423654137","$0.00","","","","No","2025_07_18","11_59_05"
"[1423654137","$41.06","California Books US","California Books US","","No","2025_07_18","11_59_05"
"[1423654137","$39.82","ShopSpell US","ShopSpell US","","No","2025_07_18","11_59_05"
"[1423654137","$44.39","GrandEagleRetail","GrandEagleRetail","","No","2025_07_18","11_59_05"
"[1423654137","$44.85","BuyWorldwide","BuyWorldwide","","No","2025_07_18","11_59_05"
"[1423654137","$47.57","BookExcellence","BookExcellence","","No","2025_07_18","11_59_05"
"[1423654137","$51.16","InfiniteBooks_USA","InfiniteBooks_USA","","No","2025_07_18","11_59_05"
"[1423654137","$52.52","awesomebooksusa","awesomebooksusa","","No","2025_07_18","11_59_05"
"[1423654137","$50.95","URBooksLtd","URBooksLtd","","No","2025_07_18","11_59_05"
"[1540002349","$0.00","","","","No","2025_07_18","11_59_08"
"[1540002349","$21.95","URBooksLtd","URBooksLtd","","No","2025_07_18","11_59_08"
"[1540002349","$26.97","Chesbro Music Co","Chesbro Music Co","","No","2025_07_18","11_59_08"
"[1452179816","$0.00","","","","No","2025_07_18","11_59_10"
"[1452179816","$34.46","CE_BOOKHOUSE","Amazon.com","","No","2025_07_18","11_59_10"
"[1452179816","$40.00","SuperBookDeals---","SuperBookDeals---","","No","2025_07_18","11_59_10"
"[1452179816","$44.45","Bahamut Media","Bahamut Media","","No","2025_07_18","11_59_10"
"[1452179816","$45.01","tabletopart","tabletopart","","No","2025_07_18","11_59_10"
"[1452179816","$52.60","BookExcellence","BookExcellence","","No","2025_07_18","11_59_10"
"[1452179816","$49.81","RAREWAVES-IMPORTS","RAREWAVES-IMPORTS","","No","2025_07_18","11_59_10"
"[1452179816","$46.31","ship_option_#1","ship_option_#1","","No","2025_07_18","11_59_10"
"[1452179816","$51.42","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","11_59_10"
"[1452180733","$0.00","","","","No","2025_07_18","11_59_12"
"[1452180733","$35.36","Bahamut Media","Bahamut Media","","No","2025_07_18","11_59_12"
"[1452180733","$36.86","InfiniteBooks_USA","InfiniteBooks_USA","","No","2025_07_18","11_59_12"
"[1452180733","$37.33","Bahamut Media","Bahamut Media","","No","2025_07_18","11_59_12"
"[1452180733","$37.84","awesomebooksusa","awesomebooksusa","","No","2025_07_18","11_59_12"
"[0316496456","$0.00","","","","No","2025_07_18","11_59_15"
"[0316496456","$25.52","New Life Book & Gift Shoppe","New Life Book & Gift Shoppe","","No","2025_07_18","11_59_15"
"[0316496456","$38.16","awesomebooksusa","awesomebooksusa","","No","2025_07_18","11_59_15"
"[0316496456","$33.26","Book & Mortar Record Store","Book & Mortar Record Store","","No","2025_07_18","11_59_15"
"[0316496456","$38.40","PBShop UK","PBShop UK","","No","2025_07_18","11_59_15"
"[0316496456","$35.34","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","11_59_15"
"[0316496456","$39.95","URBooksLtd","URBooksLtd","","No","2025_07_18","11_59_15"
"[1540007103","$0.00","","","","No","2025_07_18","11_59_18"
"[130292818X","$997.77","FastShip-CustomerFocus","FastShip-CustomerFocus","","No","2025_07_18","11_59_20"
"[0310444039","$0.00","","","","No","2025_07_18","11_59_23"
"[130292530X","$0.00","","","","No","2025_07_18","11_59_25"
"[130292530X","$32.99","Chuck's Comics","Chuck's Comics","","No","2025_07_18","11_59_25"
"[130292530X","$33.25","Book & Mortar Record Store","Book & Mortar Record Store","","No","2025_07_18","11_59_25"
"[130292530X","$41.98","BOOKS etc. _","BOOKS etc. _","","No","2025_07_18","11_59_25"
"[130292530X","$39.08","OxfordshireEngland","OxfordshireEngland","","No","2025_07_18","11_59_25"
"[130292530X","$52.75","BrookBookstore","BrookBookstore","","No","2025_07_18","11_59_25"
"[130292530X","$50.64","M + L","M + L","","No","2025_07_18","11_59_25"
"[130292530X","$43.04","New books from Germany","New books from Germany","","No","2025_07_18","11_59_25"
"[0316420352","$0.00","","","","No","2025_07_18","11_59_28"
"[0316420352","$14.95","BOBBYE'S BOOKS","BOBBYE'S BOOKS","","No","2025_07_18","11_59_28"
"[0316420352","$14.99","bookends4956","bookends4956","","No","2025_07_18","11_59_28"
"[0316420352","$16.98","WeBook","WeBook","","No","2025_07_18","11_59_28"
"[0316420352","$29.00","Joshua Creek Services","Joshua Creek Services","","No","2025_07_18","11_59_28"
"[0316420352","$26.39","booksXpress","booksXpress","","No","2025_07_18","11_59_28"
"[0316420352","$26.39","Windy Books","Windy Books","","No","2025_07_18","11_59_28"
"[0316420352","$40.32","Fast Cat Books","Fast Cat Books","","No","2025_07_18","11_59_28"
"[0316440353","$0.00","","","","No","2025_07_18","11_59_30"
"[0316440353","$29.55","Green Orbit","Green Orbit","","No","2025_07_18","11_59_30"
"[0316440353","$46.56","Libup Books!","Libup Books!","","No","2025_07_18","11_59_30"
"[0316440353","$49.20","Books World Aparna, USA","Books World Aparna, USA","","No","2025_07_18","11_59_30"
"[0316440353","$54.86","PBShop UK","PBShop UK","","No","2025_07_18","11_59_30"
"[0316456128","$0.00","","","","No","2025_07_18","11_59_32"
"[0316456128","$47.52","Bahamut Media","Bahamut Media","","No","2025_07_18","11_59_32"
"[0316456128","$47.57","PBShop UK","PBShop UK","","No","2025_07_18","11_59_32"
"[0316456128","$47.68","InfiniteBooks_USA","InfiniteBooks_USA","","No","2025_07_18","11_59_32"
"[0316456128","$48.95","awesomebooksusa","awesomebooksusa","","No","2025_07_18","11_59_32"
"[0316456128","$51.81","RAREWAVES-USA","RAREWAVES-USA","","No","2025_07_18","11_59_32"
"[0316456128","$55.81","Bahamut Media","Bahamut Media","","No","2025_07_18","11_59_32"
